ExpressId,GlobalId,Family,Type,Base Constraint,Length,Width,Material:Name,Material:Description,Material:Area,Material:Volume
20973,3DyZvwHI59ZButpjZX5loq,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,10656.666666666579,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,41.88099999999966,9.632629999999908
21120,3DyZvwHI59ZButpjZX5ltC,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,17250.000000000007,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,50.85000000000001,11.695499999999983
21315,3DyZvwHI59ZButpjZX5l$1,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,41170.00000000015,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,132.47700000000077,30.469710000000124
21382,3DyZvwHI59ZButpjZX5k2J,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,10656.666666666626,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,41.88099999999968,9.632629999999912
21469,3DyZvwHI59ZButpjZX5k3K,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,17249.999999999975,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,50.84999999999983,11.695499999999944
21574,3DyZvwHI59ZButpjZX5k1n,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,1226.6666666667084,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,2.2165000000007447,0.5097950000001691
21632,3DyZvwHI59ZButpjZX5k6h,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.33333333332,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,26.101999999999922,6.003459999999975
21731,3DyZvwHI59ZButpjZX5k4N,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,21849.999999999953,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,69.74249999999975,16.040774999999922
21788,3DyZvwHI59ZButpjZX5k4f,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3066.6666666667425,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,14.260000000000352,3.2798000000000767
21917,3DyZvwHI59ZButpjZX5kAg,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,40633.33333333336,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,130.27550000000014,29.963364999999996
21986,3DyZvwHI59ZButpjZX5kDN,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,12726.666666666653,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,52.833999999999946,12.151819999999969
22069,3DyZvwHI59ZButpjZX5kI7,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,18783.33333333332,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,75.91099999999989,17.45952999999996
22157,3DyZvwHI59ZButpjZX5kGp,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,15486.666666666646,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,51.785500000000006,11.910664999999998
22317,3DyZvwHI59ZButpjZX5kHv,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9556.999999999956,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,41.717399999999785,9.595001999999937
22375,3DyZvwHI59ZButpjZX5kMo,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3296.666666666671,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,14.260000000000051,3.2798000000000074
22445,3DyZvwHI59ZButpjZX5kLc,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9557.000000000005,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,41.71740000000004,9.595001999999994
22529,3DyZvwHI59ZButpjZX5kQi,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,15486.666666666639,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,51.78549999999974,11.910664999999936
22645,3DyZvwHI59ZButpjZX5kVe,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,12726.666666666666,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,51.76450000000004,11.905834999999994
22702,3DyZvwHI59ZButpjZX5kSu,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3296.6666666666642,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,14.26000000000008,3.2798000000000145
22777,3DyZvwHI59ZButpjZX5kcP,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,12726.666666666666,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,47.32149999999983,10.883944999999944
22912,3DyZvwHI59ZButpjZX5khV,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,62483.333333333336,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,216.03500000000042,49.68805000000003
22979,3DyZvwHI59ZButpjZX5kfU,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9430.000000000033,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,33.75899999999999,7.7645699999999875
23046,3DyZvwHI59ZButpjZX5klE,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9430.000000000031,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,33.75899999999999,7.7645699999999875
23120,3DyZvwHI59ZButpjZX5koC,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,12726.66666666683,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,47.321500000000576,10.883945000000118
23191,3DyZvwHI59ZButpjZX5kty,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,7819.99999999992,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,29.89350000000005,6.875505000000012
23248,3DyZvwHI59ZButpjZX5krA,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333303,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,27.171500000000176,6.249445000000032
23306,3DyZvwHI59ZButpjZX5kzF,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333309,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,26.10200000000013,6.003460000000023
23364,3DyZvwHI59ZButpjZX5X3$,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333312,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,26.102000000000046,6.003460000000007
23422,3DyZvwHI59ZButpjZX5X1l,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,1840.0000000000143,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.556000000000067,1.9678800000000125
23480,3DyZvwHI59ZButpjZX5X6b,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,920.0000000000301,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,3.2085000000001416,0.7379550000000322
23548,3DyZvwHI59ZButpjZX5X53,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333309,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,21.91700000000008,5.040910000000015
23610,3DyZvwHI59ZButpjZX5X8I,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333264,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,23.68399999999999,5.44731999999999
23684,3DyZvwHI59ZButpjZX5XEG,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333264,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,23.683999999999973,5.447319999999984
23800,3DyZvwHI59ZButpjZX5XFg,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333325,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,21.690500000000085,4.988815000000013
23874,3DyZvwHI59ZButpjZX5XIG,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9430.0,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,31.991999999999862,7.358159999999957
23962,3DyZvwHI59ZButpjZX5XGJ,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9430.0,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,29.561999999999877,6.799259999999959
24079,3DyZvwHI59ZButpjZX5XLS,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999864,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,36.176999999999815,8.320709999999943
24146,3DyZvwHI59ZButpjZX5XRD,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999987,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,36.176999999999985,8.320709999999984
24285,3DyZvwHI59ZButpjZX5XPH,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,23919.99999999995,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,81.89849999999976,18.83665499999991
24342,3DyZvwHI59ZButpjZX5XSw,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333242,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,28.51999999999958,6.559599999999893
24419,3DyZvwHI59ZButpjZX5XY9,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333242,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,24.19999999999958,5.565999999999896
24490,3DyZvwHI59ZButpjZX5XXR,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3296.6666666667097,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,12.100000000000193,2.7830000000000408
24548,3DyZvwHI59ZButpjZX5Xci,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333338,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,27.171499999999803,6.249444999999943
24623,3DyZvwHI59ZButpjZX5XkE,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999969,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,31.99199999999984,7.358159999999952
24690,3DyZvwHI59ZButpjZX5Xl5,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333316,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,21.69049999999991,4.988814999999973
24758,3DyZvwHI59ZButpjZX5Xij,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333535,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,10.059499999999954,2.313684999999986
24905,3DyZvwHI59ZButpjZX5XjX,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333332994,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999843,2.6238399999999604
24994,3DyZvwHI59ZButpjZX5Xpk,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6746.666666666615,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,19.502499999999785,4.485574999999944
25052,3DyZvwHI59ZButpjZX5Xny,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.6666666666295,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.912499999999827,2.0498749999999575
25141,3DyZvwHI59ZButpjZX5Xt7,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6746.666666666616,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,19.502499999999785,4.485574999999946
25199,3DyZvwHI59ZButpjZX5XuD,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2043.6666666666656,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.9404,2.0562919999999973
25257,3DyZvwHI59ZButpjZX5X_t,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333253,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999964,2.623839999999988
25334,2oCAixDgj6muHXVYkTdNND,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9430.0,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,25.41000000000008,5.84430000000001
25391,2oCAixDgj6muHXVYkTdMgE,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333318,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,26.10199999999987,6.00345999999997
25449,2oCAixDgj6muHXVYkTdMeJ,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,1840.0000000000011,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.556000000000006,1.9678799999999983
25507,2oCAixDgj6muHXVYkTdMfg,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,920.0000000000009,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,4.278000000000004,0.9839400000000016
25579,2oCAixDgj6muHXVYkTdMl4,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,7819.999999999997,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,25.584000000000024,5.884319999999997
25673,2oCAixDgj6muHXVYkTdMYb,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,26373.333333333303,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,81.86600000000011,18.829179999999983
25767,2oCAixDgj6muHXVYkTdMx3,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,25146.666666666664,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,86.82400000000001,19.96952000000001
25840,2oCAixDgj6muHXVYkTdMpE,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.3333333333185,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,23.683999999999997,5.447319999999992
25961,2oCAixDgj6muHXVYkTdMs2,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333316,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,26.35999999999993,6.062799999999971
26081,2oCAixDgj6muHXVYkTdMrW,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3296.6666666666624,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,12.099999999999971,2.7829999999999893
26158,2oCAixDgj6muHXVYkTdM8x,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,6363.333333333309,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,23.47999999999993,5.4003999999999746
26217,2oCAixDgj6muHXVYkTdM3c,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3431.666666666714,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.144500000000567,2.5632350000001267
26276,2oCAixDgj6muHXVYkTdM15,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,3431.6666666667616,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.144500000000571,2.563235000000127
26344,2oCAixDgj6muHXVYkTdM4f,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9690.000000000004,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,33.75899999999999,7.7645699999999875
26402,2oCAixDgj6muHXVYkTdM5Z,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2368.333333333325,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,3.898249999999986,0.8965974999999952
26470,2oCAixDgj6muHXVYkTdMOW,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9689.999999999949,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,33.75899999999978,7.764569999999937
26528,2oCAixDgj6muHXVYkTdMP7,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,2368.3333333333358,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,3.8982500000000155,0.8965975000000023
26628,2oCAixDgj6muHXVYkTdMTm,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,21773.33333333341,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,72.99649999999963,16.789194999999893
26696,1dbKKKezb8lxV$dyK$ghh3,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999975,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,42.77999999999989,4.91969999999998
26823,1dbKKKezb8lxV$dyK$ghlW,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,6286.666666666662,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,28.163499999999985,3.2388024999999936
26892,1dbKKKezb8lxV$dyK$ghjI,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999995,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,42.779999999999966,4.91969999999999
27012,1dbKKKezb8lxV$dyK$ghnN,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2012.4999999999372,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,6.3959999999997095,0.7355399999999654
27070,1dbKKKezb8lxV$dyK$ghqE,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2012.4999999999366,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.555999999999708,0.9839399999999656
27141,1dbKKKezb8lxV$dyK$ghx1,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2012.4999999999366,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,6.395999999999707,0.7355399999999652
27199,1dbKKKezb8lxV$dyK$ghvF,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2012.4999999999357,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,8.555999999999703,0.9839399999999644
27257,1dbKKKezb8lxV$dyK$ghyG,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,7590.000000000001,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,34.22399999999999,3.9357599999999935
27330,1dbKKKezb8lxV$dyK$gh28,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,4829.999999999994,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,19.22999999999998,2.211449999999994
27388,1dbKKKezb8lxV$dyK$gh1O,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1705.83333333335,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.13000000000008,0.819950000000008
27446,1dbKKKezb8lxV$dyK$gh5h,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.6666666666295,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999828,0.9019449999999791
27504,1dbKKKezb8lxV$dyK$ghBq,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.6666666666295,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.8429999999998286,0.9019449999999791
27562,1dbKKKezb8lxV$dyK$gh92,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.6666666666295,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999828,0.901944999999979
27620,1dbKKKezb8lxV$dyK$ghFV,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.6666666666295,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999828,0.9019449999999822
27678,1dbKKKezb8lxV$dyK$ghDc,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.666666666638,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999869,0.9019449999999853
27736,1dbKKKezb8lxV$dyK$ghGU,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.666666666638,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999877,0.9019449999999843
27794,1dbKKKezb8lxV$dyK$ghMR,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.666666666638,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.8429999999998685,0.9019449999999838
27852,1dbKKKezb8lxV$dyK$ghKT,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,1916.666666666638,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,7.842999999999869,0.9019449999999838
27910,1dbKKKezb8lxV$dyK$ghQO,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333253,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999955,1.3119199999999926
27968,1dbKKKezb8lxV$dyK$ghPs,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333253,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999964,1.3119199999999938
28026,1dbKKKezb8lxV$dyK$ghVz,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333253,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999962,1.311919999999993
28084,1dbKKKezb8lxV$dyK$ghT5,Basic Wall,W-Partition Brick Wall (230mm X 115mm X 75mm),Ground Floor,2683.3333333333253,115.0,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,11.407999999999964,1.3119199999999958
28142,1dbKKKezb8lxV$dyK$ggXP,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999864,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,42.77999999999975,9.83939999999993
28219,1dbKKKezb8lxV$dyK$gggx,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),Ground Floor,9429.999999999862,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,37.01999999999977,8.514599999999936
28287,0d7f4bf5bEvfEs6b3dNaqZ,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),First Floor,10656.666666666582,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,41.8809999999997,9.632629999999919
28378,0d7f4bf5bEvfEs6b3dNaqY,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),First Floor,17250.000000000007,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,51.21000000000002,11.778299999999984
28515,0d7f4bf5bEvfEs6b3dNaqa,Basic Wall,W-Main Brick Wall (230mm X 115mm X 75mm),First Floor,41170.00000000015,230.00000000000003,Burnt Brick (230mm X 115mm X 75mm),Common Burnt Brick of size 230mm X 115mm X 75mm,136.66200000000072,31.432260000000124
