ExpressId,GlobalId,IfcClass,Family,Type,Level,Material:Name,Material:Description,Material:Area,Material:Volume
215723,3ndJx5uTH1Kw82iITrjuw9,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.24173333333333297,0.002900799999999991
215781,3ndJx5uTH1Kw82iITrjuw5,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09159999999999376,0.0010992000000000718
215839,3ndJx5uTH1Kw82iITrjuw0,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.18520000000000145,0.0022224000000001143
215897,3ndJx5uTH1Kw82iITrjuwV,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.5177333333333277,0.006212799999999923
215955,3ndJx5uTH1Kw82iITrjuwU,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666671,0.0036367999999998347
216013,3ndJx5uTH1Kw82iITrjuwT,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.609733333333331,0.007316799999999958
216071,3ndJx5uTH1Kw82iITrjuwS,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.11906666666666565,0.0014287999999999855
216129,3ndJx5uTH1Kw82iITrjuwR,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09080000000000292,0.0010896000000000334
216187,3ndJx5uTH1Kw82iITrjuwQ,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.43460000000000143,0.005215199999999773
216245,3ndJx5uTH1Kw82iITrjuwP,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.609733333333331,0.007316799999999957
216303,3ndJx5uTH1Kw82iITrjuwO,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4334000000000014,0.005200800000000047
216361,3ndJx5uTH1Kw82iITrjuwN,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.608533333333331,0.007302400000000288
216419,3ndJx5uTH1Kw82iITrjuwM,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4575999999999969,0.005491199999999705
216477,3ndJx5uTH1Kw82iITrjuwL,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.609733333333331,0.007316800000000289
216535,3ndJx5uTH1Kw82iITrjuwK,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.45639999999999714,0.005476799999999914
216593,3ndJx5uTH1Kw82iITrjuwJ,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.608533333333331,0.00730239999999963
216651,3ndJx5uTH1Kw82iITrjubX,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8109999999999998,0.009732000000000417
216709,3ndJx5uTH1Kw82iITrjubW,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09080000000000006,0.0010895999999999985
216767,3ndJx5uTH1Kw82iITrjub$,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.15500000000000014,0.001860000000000082
216825,3ndJx5uTH1Kw82iITrjub_,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09079999999999842,0.0010895999999999894
216883,3ndJx5uTH1Kw82iITrjubz,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9708000000000002,0.011649600000000506
216941,3ndJx5uTH1Kw82iITrjuby,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6629333333333317,0.007955199999999607
216999,3ndJx5uTH1Kw82iITrjubx,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.483000000000002,0.005795999999999753
217057,3ndJx5uTH1Kw82iITrjubw,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666682,0.0036368000000001756
217115,3ndJx5uTH1Kw82iITrjubv,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4835999999999995,0.005803199999999722
217173,3ndJx5uTH1Kw82iITrjubu,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.026600000000000235,0.00031919999999998786
217231,3ndJx5uTH1Kw82iITrjubt,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9436000000000008,0.011323199999999478
217289,3ndJx5uTH1Kw82iITrjubs,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8857333333333326,0.010628799999999893
217347,3ndJx5uTH1Kw82iITrjubr,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999973,0.01131600000000148
217405,3ndJx5uTH1Kw82iITrjubq,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6363333333333316,0.007635999999999621
217463,3ndJx5uTH1Kw82iITrjubp,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.24173333333333907,0.0029008000000002813
217521,3ndJx5uTH1Kw82iITrjubo,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.391999999999996,0.0287039999999986
217579,3ndJx5uTH1Kw82iITrjubn,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999987,0.011316000000000308
217637,3ndJx5uTH1Kw82iITrjubm,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.192400000000002,0.014308800000001936
217695,3ndJx5uTH1Kw82iITrjuaF,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999951,0.011315999999999922
217753,3ndJx5uTH1Kw82iITrjuaE,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.392000000000001,0.028703999999998654
217811,3ndJx5uTH1Kw82iITrjuaD,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.24173333333332545,0.0029008000000002926
217869,3ndJx5uTH1Kw82iITrjuaC,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6363333333333325,0.007635999999999633
217927,3ndJx5uTH1Kw82iITrjuaB,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9430000000000002,0.011316000000001514
217985,3ndJx5uTH1Kw82iITrjuaA,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8857333333333323,0.010628800000000048
218043,3ndJx5uTH1Kw82iITrjua9,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9435999999999958,0.011323199999999417
218101,3ndJx5uTH1Kw82iITrjua8,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.026600000000000235,0.00031919999999998786
218159,3ndJx5uTH1Kw82iITrjua7,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.48360000000000053,0.005803199999999734
218217,3ndJx5uTH1Kw82iITrjua6,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.30306666666666754,0.0036368000000001686
218275,3ndJx5uTH1Kw82iITrjua5,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4829999999999972,0.0057959999999996955
218333,3ndJx5uTH1Kw82iITrjua4,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6629333333333313,0.007955199999999602
218391,3ndJx5uTH1Kw82iITrjua3,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9695999999999987,0.011635199999999965
218449,3ndJx5uTH1Kw82iITrjua2,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09200000000000318,0.0011040000000000362
218507,3ndJx5uTH1Kw82iITrjua1,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.15740000000000146,0.0018888000000000993
218565,3ndJx5uTH1Kw82iITrjua0,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09200000000000308,0.0011040000000000435
218623,3ndJx5uTH1Kw82iITrjuaV,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8086000000000004,0.009703199999999622
218681,3ndJx5uTH1Kw82iITrjuaU,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.6373333333333346,0.03164800000000138
218739,3ndJx5uTH1Kw82iITrjuaT,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.42573333333332586,0.005108800000000285
218797,3ndJx5uTH1Kw82iITrjuaS,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,6.221733333333334,0.07466079999999652
218855,3ndJx5uTH1Kw82iITrjuaR,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4257333333333229,0.005108800000000557
218913,3ndJx5uTH1Kw82iITrjuaQ,IfcWall,Basic Wall,W-Skirting (100mm),Ground Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.6361333333333303,0.03163360000000134
218971,2L7XoMoqLCLwj1uGORUEzF,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.0402666666666558,0.01248320000000154
219029,2L7XoMoqLCLwj1uGORUEzE,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.246066666666667,0.014952800000002002
219087,2L7XoMoqLCLwj1uGORUEz9,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.039066666666654,0.012468799999999263
219145,2L7XoMoqLCLwj1uGORUEz8,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.2448666666666666,0.014938400000001994
219203,2L7XoMoqLCLwj1uGORUEzB,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3469333333333389,0.016163200000002223
219261,2L7XoMoqLCLwj1uGORUEzA,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9164000000000034,0.010996800000000683
219319,2L7XoMoqLCLwj1uGORUEzL,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3457333333333388,0.016148799999999307
219377,2L7XoMoqLCLwj1uGORUEzK,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9152000000000033,0.010982400000001509
219435,2L7XoMoqLCLwj1uGORUEzN,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3469333333333369,0.016163200000002206
219493,2L7XoMoqLCLwj1uGORUEzM,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9164000000000031,0.01099680000000068
219551,2L7XoMoqLCLwj1uGORUEzH,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3457333333333368,0.016148799999999287
219609,2L7XoMoqLCLwj1uGORUEzG,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9152000000000033,0.010982400000000682
219667,2L7XoMoqLCLwj1uGORUEzJ,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3469333333333409,0.016163200000002247
219725,2L7XoMoqLCLwj1uGORUEzI,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9164000000000031,0.010996800000001508
219783,2L7XoMoqLCLwj1uGORUEzT,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.3457333333333408,0.016148799999999332
219841,2L7XoMoqLCLwj1uGORUEzS,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9152000000000031,0.01098240000000035
219899,2L7XoMoqLCLwj1uGORUEzV,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.0402666666666671,0.012483200000001672
219957,2L7XoMoqLCLwj1uGORUEzU,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.246066666666683,0.014952800000002197
220015,2L7XoMoqLCLwj1uGORUEzP,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.0390666666666666,0.012468799999999416
220073,2L7XoMoqLCLwj1uGORUEzO,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.2448666666666834,0.014938400000002195
220131,2L7XoMoqLCLwj1uGORUEzR,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6109333333333308,0.007331200000000947
220189,2L7XoMoqLCLwj1uGORUEzQ,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.2154000000000011,0.014584800000000096
220247,2L7XoMoqLCLwj1uGORUE_b,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333317,0.0073167999999996375
220305,2L7XoMoqLCLwj1uGORUE_a,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.2142000000000006,0.014570400000000643
220363,2L7XoMoqLCLwj1uGORUE_d,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3042666666666677,0.003651200000000171
220421,2L7XoMoqLCLwj1uGORUE_c,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333317,0.007316799999999637
220479,2L7XoMoqLCLwj1uGORUE_X,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666677,0.0036368000000000333
220537,2L7XoMoqLCLwj1uGORUE_W,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6085333333333319,0.0073023999999996415
220595,2L7XoMoqLCLwj1uGORUE_Z,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6109333333333328,0.007331200000000312
220653,2L7XoMoqLCLwj1uGORUE_Y,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9164000000000001,0.010996800000000315
220711,2L7XoMoqLCLwj1uGORUE_j,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333319,0.0073167999999996375
220769,2L7XoMoqLCLwj1uGORUE_i,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9152000000000003,0.010982399999999901
220827,2L7XoMoqLCLwj1uGORUE_l,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.12026666666666709,0.0014432000000000678
220885,2L7XoMoqLCLwj1uGORUE_k,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333375,0.007316800000000036
220943,2L7XoMoqLCLwj1uGORUE_f,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666677,0.0036367999999998416
221001,2L7XoMoqLCLwj1uGORUE_e,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.5177333333333374,0.006212800000000038
221059,2L7XoMoqLCLwj1uGORUE_h,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.1840000000000001,0.002208000000000097
221117,2L7XoMoqLCLwj1uGORUE_g,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09080000000000006,0.0010895999999999985
221175,2L7XoMoqLCLwj1uGORUE_r,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6109333333333359,0.00733119999999996
221233,2L7XoMoqLCLwj1uGORUE_q,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9163999999999998,0.010996799999999482
221291,2L7XoMoqLCLwj1uGORUE_t,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333356,0.0073167999999996835
221349,2L7XoMoqLCLwj1uGORUE_s,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9152,0.010982400000000477
221407,2L7XoMoqLCLwj1uGORUE_n,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.18520000000000145,0.0022224000000001143
221465,2L7XoMoqLCLwj1uGORUE_m,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.5177333333333247,0.006212799999999886
221523,2L7XoMoqLCLwj1uGORUE_p,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666671,0.0036367999999998347
221581,2L7XoMoqLCLwj1uGORUE_o,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333284,0.007316799999999927
221639,2L7XoMoqLCLwj1uGORUE_z,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.11906666666666565,0.0014287999999999855
221697,2L7XoMoqLCLwj1uGORUE_y,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09080000000000335,0.0010896000000000382
221755,2L7XoMoqLCLwj1uGORUE_$,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.43460000000000143,0.005215199999999773
221813,2L7XoMoqLCLwj1uGORUE__,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333284,0.007316799999999927
221871,2L7XoMoqLCLwj1uGORUE_v,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4334000000000014,0.005200800000000046
221929,2L7XoMoqLCLwj1uGORUE_u,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6085333333333284,0.007302400000000256
221987,2L7XoMoqLCLwj1uGORUE_x,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4575999999999969,0.005491199999999705
222045,2L7XoMoqLCLwj1uGORUE_w,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333284,0.0073168000000002585
222103,2L7XoMoqLCLwj1uGORUE_5,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.45639999999999714,0.005476799999999914
222161,2L7XoMoqLCLwj1uGORUE_4,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6085333333333285,0.007302399999999599
222219,2L7XoMoqLCLwj1uGORUE_7,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9175999999999994,0.01101119999999989
222277,2L7XoMoqLCLwj1uGORUE_6,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333265,0.007316799999999577
222335,2L7XoMoqLCLwj1uGORUE_1,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9163999999999994,0.01099680000000047
222393,2L7XoMoqLCLwj1uGORUE_0,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6085333333333264,0.007302399999999957
222451,2L7XoMoqLCLwj1uGORUE_3,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.603266666666668,0.007239200000000329
222509,2L7XoMoqLCLwj1uGORUE_2,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666164,0.0036367999999992262
222567,2L7XoMoqLCLwj1uGORUE_D,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6020666666666679,0.007224800000000329
222625,2L7XoMoqLCLwj1uGORUE_C,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.30186666666661655,0.0036223999999998816
222683,2L7XoMoqLCLwj1uGORUE_F,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6032666666666677,0.007239200000000001
222741,2L7XoMoqLCLwj1uGORUE_E,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.28006666666671015,0.003360800000000971
222799,2L7XoMoqLCLwj1uGORUE_9,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6020666666666676,0.0072248000000003235
222857,2L7XoMoqLCLwj1uGORUE_8,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.27886666666671006,0.003346400000000364
222915,2L7XoMoqLCLwj1uGORUE_B,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6109333333333266,0.0073312000000009
222973,2L7XoMoqLCLwj1uGORUE_A,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9163999999999932,0.010996800000000395
223031,2L7XoMoqLCLwj1uGORUE_L,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6097333333333264,0.007316800000000895
223089,2L7XoMoqLCLwj1uGORUE_K,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9151999999999931,0.01098239999999998
223147,2L7XoMoqLCLwj1uGORUE_N,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.2242666666666107,0.014691200000001292
223205,2L7XoMoqLCLwj1uGORUE_M,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.4880666666666755,0.029856799999998712
223263,2L7XoMoqLCLwj1uGORUE_H,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.223066666666611,0.014676800000000186
223321,2L7XoMoqLCLwj1uGORUE_G,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.486866666666675,0.029842400000004092
223379,2L7XoMoqLCLwj1uGORUE_J,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9175999999999456,0.011011200000000821
223437,2L7XoMoqLCLwj1uGORUE_I,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.488066666666673,0.02985680000000407
223495,2L7XoMoqLCLwj1uGORUE_T,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9163999999999455,0.010996799999999987
223553,2L7XoMoqLCLwj1uGORUE_S,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.486866666666672,0.029842399999998673
223611,2L7XoMoqLCLwj1uGORUE_V,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8097999999999997,0.009717600000000418
223669,2L7XoMoqLCLwj1uGORUE_U,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09200000000000011,0.0011039999999999993
223727,2L7XoMoqLCLwj1uGORUE_P,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.15740000000000015,0.0018888000000000832
223785,2L7XoMoqLCLwj1uGORUE_O,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09199999999999849,0.001103999999999988
223843,2L7XoMoqLCLwj1uGORUE_R,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9695999999999999,0.011635200000000505
223901,2L7XoMoqLCLwj1uGORUE_Q,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6629333333333356,0.007955199999999654
